city,hotel_name,price,currency,num_adults,num_children,num_nights,rating,reviews_count,location,distance_from_center,star_rating,property_type,room_type,free_cancellation,meal_plan,amenities,hotel_url,scraped_date
Dahab,Nada house,1661,EGP,2,0,1,7.5,7,Dahab,0.5 km from downtown,,Hotel,Two-Bedroom Chalet,Yes,,Free parking,https://www.booking.com/hotel/eg/nada-house.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AozB_c8GwAIB0gIkNTg1N2NlODctMzhmNy00OTVjLWI2YjctZWU0OTQxNzkyOTU42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=68&sr_order=popularity&srpvid=01ee73c6d8f6008f&srepoch=1778344092&all_sr_blocks=1443081002_416391261_0_0_0&highlighted_blocks=1443081002_416391261_0_0_0&matching_block_id=1443081002_416391261_0_0_0&sr_pri_blocks=1443081002_416391261_0_0_0__3150&from=searchresults,5/9/2026
Dahab,Golden Plaza Dahab Resort,1687,EGP,2,0,1,8.5,59,Dahab,0.9 km from downtown,3,Resort,Standard Double or Twin Room,No,Breakfast included,"Free parking, Restaurant, Free Wifi",https://www.booking.com/hotel/eg/golden-plaza-dahab-resort.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AozB_c8GwAIB0gIkNTg1N2NlODctMzhmNy00OTVjLWI2YjctZWU0OTQxNzkyOTU42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=69&sr_order=popularity&srpvid=01ee73c6d8f6008f&srepoch=1778344092&all_sr_blocks=576392302_278562450_0_1_0&highlighted_blocks=576392302_278562450_0_1_0&matching_block_id=576392302_278562450_0_1_0&sr_pri_blocks=576392302_278562450_0_1_0__3200&from=searchresults,5/9/2026
Dahab,Sea Breeze Dahab,1740,EGP,2,0,1,7.7,105,Dahab,2.1 km from downtown,,Hotel,Mixed Dormitory Room,Yes,,"Free parking, Free Wifi, 24-hour front desk",https://www.booking.com/hotel/eg/al-deira-dahab-residence.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AozB_c8GwAIB0gIkNTg1N2NlODctMzhmNy00OTVjLWI2YjctZWU0OTQxNzkyOTU42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=popularity&srpvid=01ee73c6d8f6008f&srepoch=1778344092&all_sr_blocks=1121647910_384939411_3_0_0&highlighted_blocks=1121647910_384939411_3_0_0&matching_block_id=1121647910_384939411_3_0_0&sr_pri_blocks=1121647910_384939411_3_0_0__3300&from=searchresults,5/9/2026
Dahab,Daivrs House,1265,EGP,2,0,1,6.6,5,Dahab,0.7 km from downtown,2,Hotel,Queen Room,Yes,,"Free parking, Bar, Free Wifi",https://www.booking.com/hotel/eg/daivrs-house.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AozB_c8GwAIB0gIkNTg1N2NlODctMzhmNy00OTVjLWI2YjctZWU0OTQxNzkyOTU42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=71&sr_order=popularity&srpvid=01ee73c6d8f6008f&srepoch=1778344092&all_sr_blocks=1546316804_425906262_2_0_0&highlighted_blocks=1546316804_425906262_2_0_0&matching_block_id=1546316804_425906262_2_0_0&sr_pri_blocks=1546316804_425906262_2_0_0__2400&from=searchresults,5/9/2026
Dahab,Poolfront Sea View Chalet Top Rated In Dahab,3203,EGP,2,0,1,10,7,Dahab,3.9 km from downtown,4,Apartment,One-Bedroom Apartment,No,,"Free parking, Bar, Free Wifi",https://www.booking.com/hotel/eg/sea-view-panorama-dahab.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AozB_c8GwAIB0gIkNTg1N2NlODctMzhmNy00OTVjLWI2YjctZWU0OTQxNzkyOTU42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=72&sr_order=popularity&srpvid=01ee73c6d8f6008f&srepoch=1778344092&all_sr_blocks=1133565301_386008974_3_0_0&highlighted_blocks=1133565301_386008974_3_0_0&matching_block_id=1133565301_386008974_3_0_0&sr_pri_blocks=1133565301_386008974_3_0_0__6075&from=searchresults,5/9/2026
Dahab,Dahab Lagoon Club & Resort Ex Tirana Dahab,6274,EGP,2,0,1,9,348,Dahab,2.3 km from downtown,4,Resort,Standard Twin Room Garden View,Yes,Breakfast included,"Free parking, Spa, Bar",https://www.booking.com/hotel/eg/coralia-club-dahab.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AozB_c8GwAIB0gIkNTg1N2NlODctMzhmNy00OTVjLWI2YjctZWU0OTQxNzkyOTU42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=73&sr_order=popularity&srpvid=01ee73c6d8f6008f&srepoch=1778344092&all_sr_blocks=17142604_374443829_2_41_0&highlighted_blocks=17142604_374443829_2_41_0&matching_block_id=17142604_374443829_2_41_0&sr_pri_blocks=17142604_374443829_2_41_0__11900&from=searchresults,5/9/2026
El Gouna,Turtle's Inn Hotel,4792,EGP,2,0,1,8.3,301,"El Gouna, Hurghada",,3,Inn,Standard Room,Yes,Breakfast included,,https://www.booking.com/hotel/eg/turtle-s-inn.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=1644004_430879509_2_1_0&highlighted_blocks=1644004_430879509_2_1_0&matching_block_id=1644004_430879509_2_1_0&sr_pri_blocks=1644004_430879509_2_1_0__9090&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,Three Corners Ocean View El Gouna - Adults Only,5973,EGP,2,0,1,8.8,968,"El Gouna, Hurghada",,4,Hotel,Premium Room with Garden View,Yes,Breakfast included,,https://www.booking.com/hotel/eg/the-three-corners-ocean-view.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=1612001_423622726_2_41_0&highlighted_blocks=1612001_423622726_2_41_0&matching_block_id=1612001_423622726_2_41_0&sr_pri_blocks=1612001_423622726_2_41_0__11330&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,Captain's Inn Hotel,4840,EGP,2,0,1,8.2,519,"El Gouna, Hurghada",,3,Inn,Standard Room,Yes,Breakfast included,,https://www.booking.com/hotel/eg/captain-s-inn.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=1642102_430879714_2_1_0&highlighted_blocks=1642102_430879714_2_1_0&matching_block_id=1642102_430879714_2_1_0&sr_pri_blocks=1642102_430879714_2_1_0__9180&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,Movenpick Resort & Spa El Gouna,6941,EGP,2,0,1,8,1253,"El Gouna, Hurghada",,5,Resort,Classic King Room,No,Breakfast included,,https://www.booking.com/hotel/eg/moevenpick-resort-spa-el-gouna.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=23563932_91468174_2_41_0&highlighted_blocks=23563932_91468174_2_41_0&matching_block_id=23563932_91468174_2_41_0&sr_pri_blocks=23563932_91468174_2_41_0__13165&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,Mosaique Hotel El Gouna,4840,EGP,2,0,1,8.3,273,"El Gouna, Hurghada",,4,Hotel,Deluxe Room,Yes,Breakfast included,,https://www.booking.com/hotel/eg/mosaique-el-gouna.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=27180301_430879116_2_1_0&highlighted_blocks=27180301_430879116_2_1_0&matching_block_id=27180301_430879116_2_1_0&sr_pri_blocks=27180301_430879116_2_1_0__9180&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,Aqua Palms Resort D101,847,EGP,2,0,1,9,1,"El Gouna, El Gouna",,4,Resort,One-Bedroom Apartment,Yes,,,https://www.booking.com/hotel/eg/aqua-palms-resort-d101.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=1589103801_430013413_2_0_0&highlighted_blocks=1589103801_430013413_2_0_0&matching_block_id=1589103801_430013413_2_0_0&sr_pri_blocks=1589103801_430013413_2_0_0__1607&from=searchresults,5/9/2026
El Gouna,Steigenberger Golf Resort El Gouna,11482,EGP,2,0,1,8.7,1415,"El Gouna, Hurghada",,5,Resort,Deluxe Twin Room,Yes,Breakfast included,,https://www.booking.com/hotel/eg/steigenberger-golf-resort-el-gouna.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=1639016_430821798_2_1_0&highlighted_blocks=1639016_430821798_2_1_0&matching_block_id=1639016_430821798_2_1_0&sr_pri_blocks=1639016_430821798_2_1_0__21780&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,Ali Pasha Hotel,6548,EGP,2,0,1,8.9,571,"El Gouna, Hurghada",,4,Hotel,Deluxe Room,Yes,Breakfast included,,https://www.booking.com/hotel/eg/ali-pasha.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=1643508_430879567_2_1_0&highlighted_blocks=1643508_430879567_2_1_0&matching_block_id=1643508_430879567_2_1_0&sr_pri_blocks=1643508_430879567_2_1_0__12420&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,Creek Hotel and Residences El Gouna,5799,EGP,2,0,1,9.2,912,"El Gouna, Hurghada",,5,Hotel,Creek Room Mountain View,Yes,Breakfast included,,https://www.booking.com/hotel/eg/creek-and-residence-el-gouna.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=1046234301_428610692_2_41_0_1388033&highlighted_blocks=1046234301_428610692_2_41_0_1388033&matching_block_id=1046234301_428610692_2_41_0_1388033&sr_pri_blocks=1046234301_428610692_2_41_0_1388033_11000&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,Doubletree By Hilton Mangroovy El Gouna Resort,13892,EGP,2,0,1,9,217,"El Gouna, Hurghada",,5,Resort,King Guest Room,Yes,Breakfast included,,https://www.booking.com/hotel/eg/doubletree-by-hilton-mangroovy-el-gouna-resort.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=1256779605_398278716_2_1_0&highlighted_blocks=1256779605_398278716_2_1_0&matching_block_id=1256779605_398278716_2_1_0&sr_pri_blocks=1256779605_398278716_2_1_0__26350&from=searchresults,5/9/2026
El Gouna,The Chedi El Gouna,13950,EGP,2,0,1,9.1,736,"El Gouna, Hurghada",,5,Hotel,Deluxe Room,Yes,Breakfast included,,https://www.booking.com/hotel/eg/the-chedi-elgouna.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=139891004_405403812_2_33_0&highlighted_blocks=139891004_405403812_2_33_0&matching_block_id=139891004_405403812_2_33_0&sr_pri_blocks=139891004_405403812_2_33_0__26460&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,Gcribs Onebedroom Elgouna,2135,EGP,2,0,1,7.7,20,"El Gouna, Hurghada",,3,Apartment,One-Bedroom Apartment,No,,,https://www.booking.com/hotel/eg/gcribs-onebedroom-elgouna.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=1478740501_419338331_4_0_0&highlighted_blocks=1478740501_419338331_4_0_0&matching_block_id=1478740501_419338331_4_0_0&sr_pri_blocks=1478740501_419338331_4_0_0__4050&from=searchresults,5/9/2026
El Gouna,Sheraton Miramar Resort El Gouna,9490,EGP,2,0,1,8.5,517,"El Gouna, Hurghada",,5,Resort,Superior Twin Room,No,Breakfast included,,https://www.booking.com/hotel/eg/sheraton-miramar-resort-el-gouna.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=1606130_95140718_0_41_0&highlighted_blocks=1606130_95140718_0_41_0&matching_block_id=1606130_95140718_0_41_0&sr_pri_blocks=1606130_95140718_0_41_0__18000&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,"El Gouna Elite Worldwide Sea & Garden Residences - Hurghada, Egypt",4481,EGP,2,0,1,9.1,379,"El Gouna, Hurghada",,4,Apartment,Apartment with Garden View,Yes,,,https://www.booking.com/hotel/eg/el-gouna-elite-residence.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344217&all_sr_blocks=946037408_425308376_2_42_0_1122547&highlighted_blocks=946037408_425308376_2_42_0_1122547&matching_block_id=946037408_425308376_2_42_0_1122547&sr_pri_blocks=946037408_425308376_2_42_0_1122547_8500&from=searchresults,5/9/2026
El Gouna,Cook’s Club El Gouna (Adults Only),9774,EGP,2,0,1,9.4,2055,"El Gouna, Hurghada",,4,Hotel,Standard Twin Room,Yes,Breakfast included,,https://www.booking.com/hotel/eg/cooks-club-el-gouna.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344253&all_sr_blocks=1641312_430870039_2_1_0&highlighted_blocks=1641312_430870039_2_1_0&matching_block_id=1641312_430870039_2_1_0&sr_pri_blocks=1641312_430870039_2_1_0__18540&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,Panorama Bungalows Resort El Gouna,8593,EGP,2,0,1,8.4,1469,"El Gouna, Hurghada",,4,Resort,Standard Room,Yes,Breakfast included,,https://www.booking.com/hotel/eg/panorama-bungalows-resort-el-gouna.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344253&all_sr_blocks=33891401_424909061_2_41_0&highlighted_blocks=33891401_424909061_2_41_0&matching_block_id=33891401_424909061_2_41_0&sr_pri_blocks=33891401_424909061_2_41_0__16300&from=searchresults,5/9/2026
El Gouna,Three Corners Rihana Resort El Gouna,7980,EGP,2,0,1,8.7,1762,"El Gouna, Hurghada",,4,Resort,Comfort Room,Yes,Breakfast included,,https://www.booking.com/hotel/eg/the-three-corners-rihana-resort.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344253&all_sr_blocks=1608008_350319914_2_41_0&highlighted_blocks=1608008_350319914_2_41_0&matching_block_id=1608008_350319914_2_41_0&sr_pri_blocks=1608008_350319914_2_41_0__15136&from=searchresults,5/9/2026
El Gouna,Ancient Sands Golf Resort and Residences,13096,EGP,2,0,1,8.6,361,"El Gouna, Hurghada",,5,Resort,Deluxe Room,Yes,Breakfast included,,https://www.booking.com/hotel/eg/ancient-sands-resort.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344253&all_sr_blocks=146642020_430878911_2_1_0&highlighted_blocks=146642020_430878911_2_1_0&matching_block_id=146642020_430878911_2_1_0&sr_pri_blocks=146642020_430878911_2_1_0__24840&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,Bali Al-Juna,3948,EGP,2,0,1,,,"El Gouna, Hurghada",,,Hotel,Two-Bedroom Chalet,No,,,https://www.booking.com/hotel/eg/bali-al-juna.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344253&all_sr_blocks=1628312201_433446231_2_0_0&highlighted_blocks=1628312201_433446231_2_0_0&matching_block_id=1628312201_433446231_2_0_0&sr_pri_blocks=1628312201_433446231_2_0_0__7488&from=searchresults,5/9/2026
El Gouna,Fanadir Hotel El Gouna,6121,EGP,2,0,1,7.8,151,"El Gouna, Hurghada",,4,Hotel,Deluxe Room,Yes,Breakfast included,,https://www.booking.com/hotel/eg/fanadir-el-gouna.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344253&all_sr_blocks=26320402_430879332_2_1_0&highlighted_blocks=26320402_430879332_2_1_0&matching_block_id=26320402_430879332_2_1_0&sr_pri_blocks=26320402_430879332_2_1_0__11610&from_sustainable_property_sr=1&from=searchresults,5/9/2026
El Gouna,"M Residence with Pool View & Beach Access - El Gouna, Hurghada",7992,EGP,2,0,1,9.4,5,"El Gouna, Hurghada",,,Apartment,Three-Bedroom Vacation Home,No,,,https://www.booking.com/hotel/eg/mangroovy-apartment-el-gouna-beach-amp-pool-access.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344253&all_sr_blocks=1309657501_403745796_2_0_0_791952&highlighted_blocks=1309657501_403745796_2_0_0_791952&matching_block_id=1309657501_403745796_2_0_0_791952&sr_pri_blocks=1309657501_403745796_2_0_0_791952_15159&from=searchresults,5/9/2026
El Gouna,SeaView Penthouse with Roof in Marina El Gouna Egypt (Center),9335,EGP,2,0,1,9.1,42,"El Gouna, Hurghada",,3,Hotel,Three-Bedroom House,No,,,https://www.booking.com/hotel/eg/seaview-penthouse-with-roof-in-marina-el-gouna-egypt-center.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoTC_c8GwAIB0gIkZTBmZmFmZTMtMTM1NS00NWZmLWE0M2EtZWFiMjkyM2IyMjE42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=96f3740261db01ca&srepoch=1778344253&all_sr_blocks=1160259101_388728171_4_0_0&highlighted_blocks=1160259101_388728171_4_0_0&matching_block_id=1160259101_388728171_4_0_0&sr_pri_blocks=1160259101_388728171_4_0_0__17706&from=searchresults,5/9/2026
