city,hotel_name,price,currency,num_adults,num_children,num_nights,rating,reviews_count,location,distance_from_center,star_rating,property_type,room_type,free_cancellation,meal_plan,amenities,hotel_url,scraped_date
Cairo,New tutt pyramids view,685,EGP,2,0,1,10,10,"Giza, Cairo",12.1 km from downtown,3,Hotel,Budget Double Room,Yes,,"Hot tub/Jacuzzi, Free parking, Spa",https://www.booking.com/hotel/eg/new-anobis-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343229&all_sr_blocks=1614418235_432320741_2_0_0&highlighted_blocks=1614418235_432320741_2_0_0&matching_block_id=1614418235_432320741_2_0_0&sr_pri_blocks=1614418235_432320741_2_0_0__1300&from=searchresults,5/9/2026
Cairo,Le Meridien Cairo Airport,7170,EGP,2,0,1,8.9,5537,"Heliopolis, Cairo",17.2 km from downtown,5,Hotel,"Deluxe, Guest room, 1 King, Airport view",No,,"Heated pool, Bar, Restaurant",https://www.booking.com/hotel/eg/le-meridien-cairo-airport.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343229&all_sr_blocks=67662908_94500331_2_42_0_1121292&highlighted_blocks=67662908_94500331_2_42_0_1121292&matching_block_id=67662908_94500331_2_42_0_1121292&sr_pri_blocks=67662908_94500331_2_42_0_1121292_13600&from=searchresults,5/9/2026
Cairo,The President Hotel Cairo,3884,EGP,2,0,1,8.5,1732,"Zamalek, Cairo (Gezira)",3 km from downtown,3,Hotel,Deluxe Double or Twin Room,No,,"Spa, Bar, Restaurant",https://www.booking.com/hotel/eg/president.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343229&all_sr_blocks=41602710_107300132_2_34_0_431859&highlighted_blocks=41602710_107300132_2_34_0_431859&matching_block_id=41602710_107300132_2_34_0_431859&sr_pri_blocks=41602710_107300132_2_34_0_431859_7368&from=searchresults,5/9/2026
Cairo,Hyatt Regency Cairo West,7275,EGP,2,0,1,9.1,1625,Cairo,15.9 km from downtown,5,Hotel,King Room,No,,"Hot tub/Jacuzzi, Heated pool, Spa",https://www.booking.com/hotel/eg/hyatt-regency-cairo-west.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343229&all_sr_blocks=670212702_335445746_2_42_0&highlighted_blocks=670212702_335445746_2_42_0&matching_block_id=670212702_335445746_2_42_0&sr_pri_blocks=670212702_335445746_2_42_0__13800&from=searchresults,5/9/2026
Cairo,Town View Hotel,968,EGP,2,0,1,6.8,1454,"Downtown Cairo, Cairo",350 m from downtown,,Hotel,Deluxe Double Room,Yes,Breakfast included,"Airport shuttle (free), Restaurant, Free Wifi",https://www.booking.com/hotel/eg/town-view-cairo1.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343229&all_sr_blocks=841090802_414575040_0_1_0&highlighted_blocks=841090802_414575040_0_1_0&matching_block_id=841090802_414575040_0_1_0&sr_pri_blocks=841090802_414575040_0_1_0__1836&from=searchresults,5/9/2026
Cairo,MIRA Holiday Home,2214,EGP,2,0,1,9.4,95,"Nasr City, Cairo",10.5 km from downtown,,Hotel,Studio with Balcony,Yes,,"Adults only, Free Wifi, 24-hour front desk",https://www.booking.com/hotel/eg/mira-residence.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=1365519003_408843819_0_2_0&highlighted_blocks=1365519003_408843819_0_2_0&matching_block_id=1365519003_408843819_0_2_0&sr_pri_blocks=1365519003_408843819_0_2_0__4200&from=searchresults,5/9/2026
Cairo,Concorde El Salam Cairo Hotel & Casino,5238,EGP,2,0,1,8.7,2804,"Heliopolis, Cairo",13.9 km from downtown,5,Hotel,Special Offer - Standard Room - Egyptians Only,No,,"Hot tub/Jacuzzi, Heated pool, Airport shuttle (free)",https://www.booking.com/hotel/eg/concorde-el-salam-hotel-cairo.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=1601426_95140680_2_42_0_706665&highlighted_blocks=1601426_95140680_2_42_0_706665&matching_block_id=1601426_95140680_2_42_0_706665&sr_pri_blocks=1601426_95140680_2_42_0_706665_9936&from=searchresults,5/9/2026
Cairo,La Boutique Hôtel - Vue Des Pyramides,2067,EGP,2,0,1,8.4,454,"Giza, Cairo",11.7 km from downtown,,Hotel,Double Room with City View,No,Breakfast included,"Bar, Restaurant, Free Wifi",https://www.booking.com/hotel/eg/la-boutique-vue-des-pyramides-giza-city.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=1281739601_401092616_2_1_0&highlighted_blocks=1281739601_401092616_2_1_0&matching_block_id=1281739601_401092616_2_1_0&sr_pri_blocks=1281739601_401092616_2_1_0__3920&from=searchresults,5/9/2026
Cairo,Hilton Cairo Heliopolis Hotel,7842,EGP,2,0,1,8.1,1975,"Heliopolis, Cairo",14 km from downtown,5,Hotel,King Guest Room,Yes,,"Hot tub/Jacuzzi, Heated pool",https://www.booking.com/hotel/eg/hilton-cairo-heliopolis-hotel.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=4469128_274559316_2_2_0&highlighted_blocks=4469128_274559316_2_2_0&matching_block_id=4469128_274559316_2_2_0&sr_pri_blocks=4469128_274559316_2_2_0__14875&from_sustainable_property_sr=1&from=searchresults,5/9/2026
Cairo,Pyramids Park Resort Cairo,4850,EGP,2,0,1,8.4,694,"Giza, Cairo",12.5 km from downtown,4,Resort,Standard Twin Room,Yes,,"Hot tub/Jacuzzi, Spa, Bar",https://www.booking.com/hotel/eg/pyramids-park-resort-cairo.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=25624418_352790100_2_42_0_862370&highlighted_blocks=25624418_352790100_2_42_0_862370&matching_block_id=25624418_352790100_2_42_0_862370&sr_pri_blocks=25624418_352790100_2_42_0_862370_9200&from=searchresults,5/9/2026
Cairo,"The Nile Ritz-Carlton, Cairo",10017,EGP,2,0,1,8.8,1406,"Downtown Cairo, Cairo",350 m from downtown,5,Hotel,"Deluxe room, 1 King",Yes,,"Heated pool, Spa, Bar",https://www.booking.com/hotel/eg/the-nile-ritz-carlton-cairo.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=146845405_246433301_2_34_0&highlighted_blocks=146845405_246433301_2_34_0&matching_block_id=146845405_246433301_2_34_0&sr_pri_blocks=146845405_246433301_2_34_0__19000&from=searchresults,5/9/2026
Cairo,Waldorf Astoria Cairo Heliopolis,10307,EGP,2,0,1,9.2,783,"Heliopolis, Cairo",14.3 km from downtown,5,Hotel,Deluxe King Room,Yes,,"Heated pool, Spa",https://www.booking.com/hotel/eg/fairmont-towers.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=2794533_266269444_2_2_0&highlighted_blocks=2794533_266269444_2_2_0&matching_block_id=2794533_266269444_2_2_0&sr_pri_blocks=2794533_266269444_2_2_0__19550&from_sustainable_property_sr=1&from=searchresults,5/9/2026
Cairo,Tolip El Narges,5294,EGP,2,0,1,7.9,790,"New Cairo City, Cairo",22.3 km from downtown,5,Hotel,Standard Room (Pool View),No,,"Heated pool, Free parking, Bar",https://www.booking.com/hotel/eg/tolip-el-narges.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=179504502_91237871_2_2_0&highlighted_blocks=179504502_91237871_2_2_0&matching_block_id=179504502_91237871_2_2_0&sr_pri_blocks=179504502_91237871_2_2_0__10041&from=searchresults,5/9/2026
Cairo,SunSet pyramids view Inn,453,EGP,2,0,1,9,25,"Giza, Cairo",10.5 km from downtown,2,Inn,Double Room with Terrace,Yes,Breakfast included,"Free parking, Free Wifi, 24-hour front desk",https://www.booking.com/hotel/eg/sunset-pyramids-view-inn-lhrm.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=1431541902_414773310_2_1_0_1110781&highlighted_blocks=1431541902_414773310_2_1_0_1110781&matching_block_id=1431541902_414773310_2_1_0_1110781&sr_pri_blocks=1431541902_414773310_2_1_0_1110781_860&from=searchresults,5/9/2026
Cairo,Triumph Luxury Hotel,8435,EGP,2,0,1,9,1542,"New Cairo City, Cairo",16.7 km from downtown,5,Hotel,Egyptians and Residents Only - Deluxe City Room,Yes,Breakfast included,"Hot tub/Jacuzzi, Heated pool, Spa",https://www.booking.com/hotel/eg/triumph-luxury.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=405088745_339789753_2_33_0_1085119&highlighted_blocks=405088745_339789753_2_33_0_1085119&matching_block_id=405088745_339789753_2_33_0_1085119&sr_pri_blocks=405088745_339789753_2_33_0_1085119_16000&from=searchresults,5/9/2026
Cairo,Kove Hotel by The Pyramids,3756,EGP,2,0,1,8.7,552,"Giza, Cairo",11.7 km from downtown,4,Hotel,Standard Double Room,No,Breakfast included,"Hot tub/Jacuzzi, Restaurant, Free Wifi",https://www.booking.com/hotel/eg/kove-by-the-pyramids.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=1258569602_412047759_2_1_0&highlighted_blocks=1258569602_412047759_2_1_0&matching_block_id=1258569602_412047759_2_1_0&sr_pri_blocks=1258569602_412047759_2_1_0__7125&from=searchresults,5/9/2026
Cairo,fox pyramids roof top,1329,EGP,2,0,1,10,6,"Giza, Cairo",10.7 km from downtown,3,Hotel,Budget Double Room,Yes,Breakfast included,"Free parking, Bar, Restaurant",https://www.booking.com/hotel/eg/fox-pyramids-view-lhrm.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=1582598401_429754694_2_1_0&highlighted_blocks=1582598401_429754694_2_1_0&matching_block_id=1582598401_429754694_2_1_0&sr_pri_blocks=1582598401_429754694_2_1_0__2520&from=searchresults,5/9/2026
Cairo,Golden Carven Hotel,1699,EGP,2,0,1,7.2,1042,"Heliopolis, Cairo",11 km from downtown,3,Hotel,Standard Double Room,No,,"Bar, Restaurant, Free Wifi",https://www.booking.com/hotel/eg/the-karvin.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=1606302_422260507_2_2_0&highlighted_blocks=1606302_422260507_2_2_0&matching_block_id=1606302_422260507_2_2_0&sr_pri_blocks=1606302_422260507_2_2_0__3222&from=searchresults,5/9/2026
Cairo,Hilton Cairo Nile Maadi,6498,EGP,2,0,1,8.7,665,"Old Cairo, Cairo",6.7 km from downtown,5,Hotel,King Guest Room with Balcony,Yes,,"Hot tub/Jacuzzi, Heated pool, Spa",https://www.booking.com/hotel/eg/hilton-cairo-nile-maadi.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=1305666308_404976841_2_10_0&highlighted_blocks=1305666308_404976841_2_10_0&matching_block_id=1305666308_404976841_2_10_0&sr_pri_blocks=1305666308_404976841_2_10_0__12325&from=searchresults,5/9/2026
Cairo,Cleopatra Hotel,3832,EGP,2,0,1,8.1,2618,"Downtown Cairo, Cairo",200 m from downtown,3,Hotel,Double Room,No,Breakfast included,"Restaurant, Free Wifi, 24-hour front desk",https://www.booking.com/hotel/eg/cleopatra-cairo.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=288327101_275131210_0_1_0&highlighted_blocks=288327101_275131210_0_1_0&matching_block_id=288327101_275131210_0_1_0&sr_pri_blocks=288327101_275131210_0_1_0__7268&from=searchresults,5/9/2026
Cairo,Jewel Sport City and Aqua Park,3416,EGP,2,0,1,8.2,2508,"Nasr City, Cairo",16.2 km from downtown,5,Hotel,Deluxe Double or Twin Room with City View,No,,"Hot tub/Jacuzzi, Free parking, Spa",https://www.booking.com/hotel/eg/tolip-sports-city-amp-spa.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=109420114_127947849_0_2_0&highlighted_blocks=109420114_127947849_0_2_0&matching_block_id=109420114_127947849_0_2_0&sr_pri_blocks=109420114_127947849_0_2_0__6480&from=searchresults,5/9/2026
Cairo,Steigenberger Hotel El Tahrir Cairo,5799,EGP,2,0,1,9.2,12032,"Downtown Cairo, Cairo",250 m from downtown,4,Hotel,Superior City View Room,No,,"Heated pool, Bar, Restaurant",https://www.booking.com/hotel/eg/steigenberger-el-tahrir.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=179123201_91190527_2_2_0&highlighted_blocks=179123201_91190527_2_2_0&matching_block_id=179123201_91190527_2_2_0&sr_pri_blocks=179123201_91190527_2_2_0__10999&from=searchresults,5/9/2026
Cairo,Palacio Pyramids Hotel,3796,EGP,2,0,1,8.3,197,"Giza, Cairo",11.2 km from downtown,4,Hotel,Standard Suite with Balcony City and Partial Pyramid View,Yes,Breakfast included,"Hot tub/Jacuzzi, Free parking, Airport shuttle (free)",https://www.booking.com/hotel/eg/palacio-pyramids.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=1499145405_421982308_2_1_0&highlighted_blocks=1499145405_421982308_2_1_0&matching_block_id=1499145405_421982308_2_1_0&sr_pri_blocks=1499145405_421982308_2_1_0__7200&from=searchresults,5/9/2026
Cairo,"Kempinski Nile Hotel, Cairo",8962,EGP,2,0,1,8.7,3127,"Garden City, Cairo",0.8 km from downtown,5,Hotel,Madina Deluxe Room King,Yes,,"Hot tub/Jacuzzi, Heated pool",https://www.booking.com/hotel/eg/kempinski-nile-cairo.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=24764001_431852635_2_42_0_43835&highlighted_blocks=24764001_431852635_2_42_0_43835&matching_block_id=24764001_431852635_2_42_0_43835&sr_pri_blocks=24764001_431852635_2_42_0_43835_17000&from_sustainable_property_sr=1&from=searchresults,5/9/2026
Cairo,Parkside Boutique Serviced Apartments,3796,EGP,2,0,1,8.6,1620,"Heliopolis, Cairo",10.6 km from downtown,4,Apartment,Executive Studio,Yes,,"Free parking, Free Wifi, 24-hour front desk",https://www.booking.com/hotel/eg/parkside-boutique-furnished-apartments.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=950001602_392797078_2_0_0&highlighted_blocks=950001602_392797078_2_0_0&matching_block_id=950001602_392797078_2_0_0&sr_pri_blocks=950001602_392797078_2_0_0__7200&from=searchresults,5/9/2026
Cairo,Up Town Hotel,2017,EGP,2,0,1,7.9,3574,"Downtown Cairo, Cairo",50 m from downtown,,Hotel,Deluxe King Room,No,Breakfast included,"Airport shuttle (free), Bar, Restaurant",https://www.booking.com/hotel/eg/town-gate.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=911939703_362538894_2_41_0&highlighted_blocks=911939703_362538894_2_41_0&matching_block_id=911939703_362538894_2_41_0&sr_pri_blocks=911939703_362538894_2_41_0__3825&from=searchresults,5/9/2026
Cairo,Holiday Inn Cairo Maadi by IHG,5860,EGP,2,0,1,8,475,"Maadi, Cairo",9.4 km from downtown,5,Inn,standard Twin Room with City View - Non-Smoking,Yes,,"Heated pool, Bar, Restaurant",https://www.booking.com/hotel/eg/holiday-inn-cairo-maadi-towers-casino.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aoy6_c8GwAIB0gIkZWYyZGFjNmEtZjE5MC00NzBhLThjOGQtY2QzMGM4ZjZmZjg52AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&srpvid=5a6c7206a05101b2&srepoch=1778343193&all_sr_blocks=1608724_277288845_2_42_0&highlighted_blocks=1608724_277288845_2_42_0&matching_block_id=1608724_277288845_2_42_0&sr_pri_blocks=1608724_277288845_2_42_0__11115&from=searchresults,5/9/2026
